Feature_1,Feature_2,Feature_3,Target
3.745401188473625,9.50714306409916,7.319939418114051,21.062701390952697
5.986584841970366,1.5601864044243652,1.5599452033620265,17.590336642574375
0.5808361216819946,8.661761457749352,6.011150117432088,11.713410361598347
7.080725777960454,0.20584494295802447,9.699098521619943,54.84237144634629
8.324426408004218,2.1233911067827616,1.8182496720710062,22.085507305692065
1.8340450985343382,3.0424224295953772,5.247564316322379,19.54019333281817
4.319450186421157,2.9122914019804194,6.118528947223795,28.436353617368212
1.3949386065204183,2.9214464853521815,3.663618432936917,13.295070871158845
4.56069984217036,7.851759613930136,1.9967378215835974,4.848841245329637
5.142344384136116,5.924145688620425,0.46450412719997725,4.435192531578582
6.075448519014383,1.7052412368729153,0.6505159298527952,15.266659007273079
9.488855372533333,9.656320330745594,8.08397348116461,38.89124829166146
3.0461376917337066,0.9767211400638387,6.842330265121569,30.755476891631922
4.4015249373960135,1.2203823484477883,4.951769101112702,27.41138369951611
0.34388521115218396,9.093204020787821,2.587799816000169,-5.24003981781915
6.62522284353982,3.1171107608941098,5.200680211778108,30.373224387512664
5.4671027934327965,1.8485445552552704,9.695846277645586,49.13490133498235
7.7513282336111455,9.394989415641891,8.948273504276488,37.815259604648254
5.978999788110851,9.218742350231167,0.884925020519195,1.3774685985220396
1.959828624191452,0.45227288910538066,3.2533033076326436,17.411122165058302
3.8867728968948203,2.713490317738959,8.287375091519294,38.71818024686677
3.567533266935893,2.8093450968738076,5.426960831582485,25.797862923218847
1.4092422497476265,8.021969807540398,0.7455064367977082,-8.80068855457233
9.868869366005173,7.722447692966574,1.987156815341724,18.61097416240206
0.05522117123602399,8.154614284548341,7.068573438476172,14.402698859753952
7.2900716804098735,7.712703466859457,0.7404465173409036,7.219610607640259
3.5846572854427263,1.1586905952512971,8.631034258755935,40.23361881309839
6.232981268275579,3.308980248526492,0.6355835028602363,13.147038112492147
3.109823217156622,3.2518332202674705,7.29606178338064,29.044545873705207
6.3755747135521315,8.872127425763265,4.722149251619493,18.74096196017505
1.195942459383017,7.13244787222995,7.607850486168974,16.533259273039658
5.612771975694963,7.70967179954561,4.937955963643907,18.665332900522426
5.227328293819941,4.275410183585496,0.2541912674409519,6.513482087336966
1.0789142699330445,0.3142918568673425,6.364104112637804,25.098801964216936
3.143559810763267,5.085706911647028,9.07566473926093,35.33313509023139
2.4929222914887497,4.103829230356297,7.555511385430487,26.536597923791383
2.2879816549162246,0.7697990982879299,2.8975145291376805,14.981806394227283
1.6122128725400442,9.29697652342573,8.08120379564417,19.064987092260303
6.334037565104235,8.714605901877178,8.036720768991145,33.00107609080185
1.8657005888603584,8.925589984899778,5.393422419156507,8.54989153943656
8.074401551640625,8.960912999234932,3.1800347497186388,18.199747581487962
1.1005192452767676,2.279351625419417,4.271077886262563,15.116729378796236
8.18014765922493,8.607305832563434,0.06952130531190703,5.100621541841786
5.107473025775658,4.17411003148779,2.2210781047073027,14.574895783060922
1.198653673336828,3.3761517140362796,9.429097039125192,33.286804713729595
3.2320293202075523,5.187906217433661,7.030189588951778,25.37513629173962
3.63629602379294,9.717820827209607,9.624472949421111,29.21324394601626
2.5178229582536416,4.972485058923855,3.0087830981676964,8.889394971639035
2.848404943774676,0.36886947354532795,6.095643339798968,29.77089629089696
5.026790232288615,0.5147875124998935,2.7864646423661146,22.942533124984003
